date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:24:10	348495/348495	---M--	200	added ('OK')	image/jpeg	etag:%2259e9bca2-5514f%22	http://www.cdu.edu.cn/UpImages/CompusImages/1334330208.jpg	G:/fuzhi/%e6%88%90%e6%9e%9c%e7%bd%91%e7%ab%99/www.cdu.edu.cn/UpImages/CompusImages/1334330208.jpg	(from http://jxcg.cdu.edu.cn/index.php?a=shows&catid=34&id=118)
20:24:42	471544/471544	---M--	200	added ('OK')	image/jpeg	etag:%2259e9bca2-731f8%22	http://www.cdu.edu.cn/UpImages/CompusImages/1334330218.jpg	G:/fuzhi/%e6%88%90%e6%9e%9c%e7%bd%91%e7%ab%99/www.cdu.edu.cn/UpImages/CompusImages/1334330218.jpg	(from http://jxcg.cdu.edu.cn/index.php?a=shows&catid=34&id=118)
20:24:53	269397/269397	---M--	200	added ('OK')	image/jpeg	etag:%2259e9bca2-41c55%22	http://www.cdu.edu.cn/UpImages/CompusImages/1334330094.jpg	G:/fuzhi/%e6%88%90%e6%9e%9c%e7%bd%91%e7%ab%99/www.cdu.edu.cn/UpImages/CompusImages/1334330094.jpg	(from http://jxcg.cdu.edu.cn/index.php?a=shows&catid=34&id=118)
20:25:05	70659/70659	---M--	200	added ('OK')	image/jpeg	etag:%2259e9bca2-11403%22	http://www.cdu.edu.cn/UpImages/CompusImages/1334336804.jpg	G:/fuzhi/%e6%88%90%e6%9e%9c%e7%bd%91%e7%ab%99/www.cdu.edu.cn/UpImages/CompusImages/1334336804.jpg	(from http://jxcg.cdu.edu.cn/index.php?a=shows&catid=34&id=118)
20:25:44	382080/382080	---M--	200	added ('OK')	image/jpeg	etag:%2259e9bca2-5d480%22	http://www.cdu.edu.cn/UpImages/CompusImages/1334330241.jpg	G:/fuzhi/%e6%88%90%e6%9e%9c%e7%bd%91%e7%ab%99/www.cdu.edu.cn/UpImages/CompusImages/1334330241.jpg	(from http://jxcg.cdu.edu.cn/index.php?a=shows&catid=34&id=118)
20:26:07	384116/384116	---M--	200	added ('OK')	image/jpeg	etag:%2259e9bca2-5dc74%22	http://www.cdu.edu.cn/UpImages/CompusImages/1334330168.jpg	G:/fuzhi/%e6%88%90%e6%9e%9c%e7%bd%91%e7%ab%99/www.cdu.edu.cn/UpImages/CompusImages/1334330168.jpg	(from http://jxcg.cdu.edu.cn/index.php?a=shows&catid=34&id=118)
20:26:51	408084/408084	---M--	200	added ('OK')	image/jpeg	etag:%2259e9bca2-63a14%22	http://www.cdu.edu.cn/UpImages/CompusImages/1334330159.jpg	G:/fuzhi/%e6%88%90%e6%9e%9c%e7%bd%91%e7%ab%99/www.cdu.edu.cn/UpImages/CompusImages/1334330159.jpg	(from http://jxcg.cdu.edu.cn/index.php?a=shows&catid=34&id=118)
20:27:02	335321/335321	---M--	200	added ('OK')	image/jpeg	etag:%2259e9bca2-51dd9%22	http://www.cdu.edu.cn/UpImages/CompusImages/1334330078.jpg	G:/fuzhi/%e6%88%90%e6%9e%9c%e7%bd%91%e7%ab%99/www.cdu.edu.cn/UpImages/CompusImages/1334330078.jpg	(from http://jxcg.cdu.edu.cn/index.php?a=shows&catid=34&id=118)
20:27:37	219604/219604	---M--	200	added ('OK')	image/jpeg	etag:%2259e9bca2-359d4%22	http://www.cdu.edu.cn/UpImages/CompusImages/1334330104.jpg	G:/fuzhi/%e6%88%90%e6%9e%9c%e7%bd%91%e7%ab%99/www.cdu.edu.cn/UpImages/CompusImages/1334330104.jpg	(from http://jxcg.cdu.edu.cn/index.php?a=shows&catid=34&id=118)
20:27:50	392060/392060	---M--	200	added ('OK')	image/jpeg	etag:%2259e9bca2-5fb7c%22	http://www.cdu.edu.cn/UpImages/CompusImages/1334330085.jpg	G:/fuzhi/%e6%88%90%e6%9e%9c%e7%bd%91%e7%ab%99/www.cdu.edu.cn/UpImages/CompusImages/1334330085.jpg	(from http://jxcg.cdu.edu.cn/index.php?a=shows&catid=34&id=118)
20:34:12	7861377/7861377	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2253218a10-77f481%22	http://jxcg.cdu.edu.cn/Public/css/font/1.eot	G:/fuzhi/%e6%88%90%e6%9e%9c%e7%bd%91%e7%ab%99/jxcg.cdu.edu.cn/Public/css/font/1.eot	(from http://jxcg.cdu.edu.cn/Public/css/style.css)
20:39:03	15043584/15043584	---M--	200	added ('OK')	application/octet-stream	etag:%2253218b0b-e58c00%22	http://jxcg.cdu.edu.cn/Public/css/font/1.ttf	G:/fuzhi/%e6%88%90%e6%9e%9c%e7%bd%91%e7%ab%99/jxcg.cdu.edu.cn/Public/css/font/1.ttf	(from http://jxcg.cdu.edu.cn/Public/css/style.css)
20:39:03	124/124	---M--	200	added ('OK')	image/png	etag:%2253218949-7c%22	http://jxcg.cdu.edu.cn/Public/image/dian.png	G:/fuzhi/%e6%88%90%e6%9e%9c%e7%bd%91%e7%ab%99/jxcg.cdu.edu.cn/Public/image/dian.png	(from http://jxcg.cdu.edu.cn/index.php?a=lists&catid=34)
20:39:04	9254/9254	---MC-	200	added ('OK')	text/html	date:Mon,%2023%20Apr%202018%2012:41:47%20GMT	http://jxcg.cdu.edu.cn/index.php?a=shows&catid=40&id=40	G:/fuzhi/%e6%88%90%e6%9e%9c%e7%bd%91%e7%ab%99/jxcg.cdu.edu.cn/indexa113.html	(from http://jxcg.cdu.edu.cn/index.php?a=lists&catid=40)
20:39:04	9275/9275	---MC-	200	added ('OK')	text/html	date:Mon,%2023%20Apr%202018%2012:41:48%20GMT	http://jxcg.cdu.edu.cn/index.php?a=shows&catid=40&id=41	G:/fuzhi/%e6%88%90%e6%9e%9c%e7%bd%91%e7%ab%99/jxcg.cdu.edu.cn/index74da.html	(from http://jxcg.cdu.edu.cn/index.php?a=lists&catid=40)
20:39:04	9277/9277	---MC-	200	added ('OK')	text/html	date:Mon,%2023%20Apr%202018%2012:41:48%20GMT	http://jxcg.cdu.edu.cn/index.php?a=shows&catid=40&id=42	G:/fuzhi/%e6%88%90%e6%9e%9c%e7%bd%91%e7%ab%99/jxcg.cdu.edu.cn/index148a.html	(from http://jxcg.cdu.edu.cn/index.php?a=lists&catid=40)
20:39:05	9239/9239	---MC-	200	added ('OK')	text/html	date:Mon,%2023%20Apr%202018%2012:41:48%20GMT	http://jxcg.cdu.edu.cn/index.php?a=shows&catid=40&id=43	G:/fuzhi/%e6%88%90%e6%9e%9c%e7%bd%91%e7%ab%99/jxcg.cdu.edu.cn/indexb0a1.html	(from http://jxcg.cdu.edu.cn/index.php?a=lists&catid=40)
20:39:06	9127/9127	---MC-	200	added ('OK')	text/html	date:Mon,%2023%20Apr%202018%2012:41:48%20GMT	http://jxcg.cdu.edu.cn/index.php?a=shows&catid=40&id=44	G:/fuzhi/%e6%88%90%e6%9e%9c%e7%bd%91%e7%ab%99/jxcg.cdu.edu.cn/indexc755.html	(from http://jxcg.cdu.edu.cn/index.php?a=lists&catid=40)
20:39:06	9097/9097	---MC-	200	added ('OK')	text/html	date:Mon,%2023%20Apr%202018%2012:41:49%20GMT	http://jxcg.cdu.edu.cn/index.php?a=shows&catid=41&id=45	G:/fuzhi/%e6%88%90%e6%9e%9c%e7%bd%91%e7%ab%99/jxcg.cdu.edu.cn/indexf4cf.html	(from http://jxcg.cdu.edu.cn/index.php?a=lists&catid=41)
20:39:06	9097/9097	---MC-	200	added ('OK')	text/html	date:Mon,%2023%20Apr%202018%2012:41:49%20GMT	http://jxcg.cdu.edu.cn/index.php?a=shows&catid=41&id=46	G:/fuzhi/%e6%88%90%e6%9e%9c%e7%bd%91%e7%ab%99/jxcg.cdu.edu.cn/indexbbfe.html	(from http://jxcg.cdu.edu.cn/index.php?a=lists&catid=41)
20:39:06	9065/9065	---MC-	200	added ('OK')	text/html	date:Mon,%2023%20Apr%202018%2012:41:50%20GMT	http://jxcg.cdu.edu.cn/index.php?a=shows&catid=35&id=37	G:/fuzhi/%e6%88%90%e6%9e%9c%e7%bd%91%e7%ab%99/jxcg.cdu.edu.cn/index724e.html	(from http://jxcg.cdu.edu.cn/index.php?a=lists&catid=35)
20:39:06	9058/9058	---MC-	200	added ('OK')	text/html	date:Mon,%2023%20Apr%202018%2012:41:50%20GMT	http://jxcg.cdu.edu.cn/index.php?a=shows&catid=36&id=38	G:/fuzhi/%e6%88%90%e6%9e%9c%e7%bd%91%e7%ab%99/jxcg.cdu.edu.cn/index9f99.html	(from http://jxcg.cdu.edu.cn/index.php?a=lists&catid=36)
20:39:07	8993/8993	---MC-	200	added ('OK')	text/html	date:Mon,%2023%20Apr%202018%2012:41:50%20GMT	http://jxcg.cdu.edu.cn/index.php?a=shows&catid=37&id=39	G:/fuzhi/%e6%88%90%e6%9e%9c%e7%bd%91%e7%ab%99/jxcg.cdu.edu.cn/indexfff8.html	(from http://jxcg.cdu.edu.cn/index.php?a=lists&catid=37)
20:39:07	9437/9437	---MC-	200	added ('OK')	text/html	date:Mon,%2023%20Apr%202018%2012:41:51%20GMT	http://jxcg.cdu.edu.cn/index.php?a=shows&catid=16&id=64	G:/fuzhi/%e6%88%90%e6%9e%9c%e7%bd%91%e7%ab%99/jxcg.cdu.edu.cn/index347a.html	(from http://jxcg.cdu.edu.cn/index.php?a=lists&catid=16)
20:39:07	9413/9413	---MC-	200	added ('OK')	text/html	date:Mon,%2023%20Apr%202018%2012:41:51%20GMT	http://jxcg.cdu.edu.cn/index.php?a=shows&catid=16&id=65	G:/fuzhi/%e6%88%90%e6%9e%9c%e7%bd%91%e7%ab%99/jxcg.cdu.edu.cn/index2a5d.html	(from http://jxcg.cdu.edu.cn/index.php?a=lists&catid=16)
20:39:08	9490/9490	---MC-	200	added ('OK')	text/html	date:Mon,%2023%20Apr%202018%2012:41:51%20GMT	http://jxcg.cdu.edu.cn/index.php?a=shows&catid=24&id=72	G:/fuzhi/%e6%88%90%e6%9e%9c%e7%bd%91%e7%ab%99/jxcg.cdu.edu.cn/index34be.html	(from http://jxcg.cdu.edu.cn/index.php?a=lists&catid=24)
20:39:09	9696/9696	---MC-	200	added ('OK')	text/html	date:Mon,%2023%20Apr%202018%2012:41:52%20GMT	http://jxcg.cdu.edu.cn/index.php?a=shows&catid=24&id=73	G:/fuzhi/%e6%88%90%e6%9e%9c%e7%bd%91%e7%ab%99/jxcg.cdu.edu.cn/index330d.html	(from http://jxcg.cdu.edu.cn/index.php?a=lists&catid=24)
20:39:09	9686/9686	---MC-	200	added ('OK')	text/html	date:Mon,%2023%20Apr%202018%2012:41:52%20GMT	http://jxcg.cdu.edu.cn/index.php?a=shows&catid=24&id=74	G:/fuzhi/%e6%88%90%e6%9e%9c%e7%bd%91%e7%ab%99/jxcg.cdu.edu.cn/indexbc4b.html	(from http://jxcg.cdu.edu.cn/index.php?a=lists&catid=24)
20:39:09	9655/9655	---MC-	200	added ('OK')	text/html	date:Mon,%2023%20Apr%202018%2012:41:52%20GMT	http://jxcg.cdu.edu.cn/index.php?a=shows&catid=24&id=75	G:/fuzhi/%e6%88%90%e6%9e%9c%e7%bd%91%e7%ab%99/jxcg.cdu.edu.cn/indexf0d7.html	(from http://jxcg.cdu.edu.cn/index.php?a=lists&catid=24)
20:39:10	9610/9610	---MC-	200	added ('OK')	text/html	date:Mon,%2023%20Apr%202018%2012:41:53%20GMT	http://jxcg.cdu.edu.cn/index.php?a=shows&catid=24&id=76	G:/fuzhi/%e6%88%90%e6%9e%9c%e7%bd%91%e7%ab%99/jxcg.cdu.edu.cn/index5daa.html	(from http://jxcg.cdu.edu.cn/index.php?a=lists&catid=24)
20:39:10	9574/9574	---MC-	200	added ('OK')	text/html	date:Mon,%2023%20Apr%202018%2012:41:53%20GMT	http://jxcg.cdu.edu.cn/index.php?a=shows&catid=24&id=77	G:/fuzhi/%e6%88%90%e6%9e%9c%e7%bd%91%e7%ab%99/jxcg.cdu.edu.cn/index45a6.html	(from http://jxcg.cdu.edu.cn/index.php?a=lists&catid=24)
20:39:11	9568/9568	---MC-	200	added ('OK')	text/html	date:Mon,%2023%20Apr%202018%2012:41:53%20GMT	http://jxcg.cdu.edu.cn/index.php?a=shows&catid=24&id=78	G:/fuzhi/%e6%88%90%e6%9e%9c%e7%bd%91%e7%ab%99/jxcg.cdu.edu.cn/index254d.html	(from http://jxcg.cdu.edu.cn/index.php?a=lists&catid=24)
20:39:11	9601/9601	---MC-	200	added ('OK')	text/html	date:Mon,%2023%20Apr%202018%2012:41:54%20GMT	http://jxcg.cdu.edu.cn/index.php?a=shows&catid=24&id=79	G:/fuzhi/%e6%88%90%e6%9e%9c%e7%bd%91%e7%ab%99/jxcg.cdu.edu.cn/indexe28a.html	(from http://jxcg.cdu.edu.cn/index.php?a=lists&catid=24)
20:39:11	9453/9453	---MC-	200	added ('OK')	text/html	date:Mon,%2023%20Apr%202018%2012:41:54%20GMT	http://jxcg.cdu.edu.cn/index.php?a=shows&catid=24&id=80	G:/fuzhi/%e6%88%90%e6%9e%9c%e7%bd%91%e7%ab%99/jxcg.cdu.edu.cn/index4891.html	(from http://jxcg.cdu.edu.cn/index.php?a=lists&catid=24)
20:39:12	9349/9349	---MC-	200	added ('OK')	text/html	date:Mon,%2023%20Apr%202018%2012:41:55%20GMT	http://jxcg.cdu.edu.cn/index.php?a=shows&catid=42&id=90	G:/fuzhi/%e6%88%90%e6%9e%9c%e7%bd%91%e7%ab%99/jxcg.cdu.edu.cn/index2100.html	(from http://jxcg.cdu.edu.cn/index.php?a=lists&catid=42)
20:39:12	9528/9528	---MC-	200	added ('OK')	text/html	date:Mon,%2023%20Apr%202018%2012:41:55%20GMT	http://jxcg.cdu.edu.cn/index.php?a=shows&catid=42&id=91	G:/fuzhi/%e6%88%90%e6%9e%9c%e7%bd%91%e7%ab%99/jxcg.cdu.edu.cn/index7d67.html	(from http://jxcg.cdu.edu.cn/index.php?a=lists&catid=42)
20:39:13	9463/9463	---MC-	200	added ('OK')	text/html	date:Mon,%2023%20Apr%202018%2012:41:55%20GMT	http://jxcg.cdu.edu.cn/index.php?a=shows&catid=42&id=92	G:/fuzhi/%e6%88%90%e6%9e%9c%e7%bd%91%e7%ab%99/jxcg.cdu.edu.cn/index4390.html	(from http://jxcg.cdu.edu.cn/index.php?a=lists&catid=42)
20:39:13	9585/9585	---MC-	200	added ('OK')	text/html	date:Mon,%2023%20Apr%202018%2012:41:56%20GMT	http://jxcg.cdu.edu.cn/index.php?a=shows&catid=42&id=93	G:/fuzhi/%e6%88%90%e6%9e%9c%e7%bd%91%e7%ab%99/jxcg.cdu.edu.cn/index5c6a.html	(from http://jxcg.cdu.edu.cn/index.php?a=lists&catid=42)
20:39:13	9612/9612	---MC-	200	added ('OK')	text/html	date:Mon,%2023%20Apr%202018%2012:41:56%20GMT	http://jxcg.cdu.edu.cn/index.php?a=shows&catid=42&id=94	G:/fuzhi/%e6%88%90%e6%9e%9c%e7%bd%91%e7%ab%99/jxcg.cdu.edu.cn/index4cba.html	(from http://jxcg.cdu.edu.cn/index.php?a=lists&catid=42)
20:39:14	9579/9579	---MC-	200	added ('OK')	text/html	date:Mon,%2023%20Apr%202018%2012:41:57%20GMT	http://jxcg.cdu.edu.cn/index.php?a=shows&catid=42&id=95	G:/fuzhi/%e6%88%90%e6%9e%9c%e7%bd%91%e7%ab%99/jxcg.cdu.edu.cn/indexd1a6.html	(from http://jxcg.cdu.edu.cn/index.php?a=lists&catid=42)
20:39:14	9447/9447	---MC-	200	added ('OK')	text/html	date:Mon,%2023%20Apr%202018%2012:41:57%20GMT	http://jxcg.cdu.edu.cn/index.php?a=shows&catid=42&id=96	G:/fuzhi/%e6%88%90%e6%9e%9c%e7%bd%91%e7%ab%99/jxcg.cdu.edu.cn/index8f97.html	(from http://jxcg.cdu.edu.cn/index.php?a=lists&catid=42)
20:39:14	9117/9117	---MC-	200	added ('OK')	text/html	date:Mon,%2023%20Apr%202018%2012:41:57%20GMT	http://jxcg.cdu.edu.cn/index.php?a=shows&catid=31&id=140	G:/fuzhi/%e6%88%90%e6%9e%9c%e7%bd%91%e7%ab%99/jxcg.cdu.edu.cn/index23c5.html	(from http://jxcg.cdu.edu.cn/index.php?a=lists&catid=31)
20:39:15	9192/9192	---MC-	200	added ('OK')	text/html	date:Mon,%2023%20Apr%202018%2012:41:58%20GMT	http://jxcg.cdu.edu.cn/index.php?a=shows&catid=31&id=139	G:/fuzhi/%e6%88%90%e6%9e%9c%e7%bd%91%e7%ab%99/jxcg.cdu.edu.cn/indexe20e.html	(from http://jxcg.cdu.edu.cn/index.php?a=lists&catid=31)
20:39:15	9192/9192	---MC-	200	added ('OK')	text/html	date:Mon,%2023%20Apr%202018%2012:41:58%20GMT	http://jxcg.cdu.edu.cn/index.php?a=shows&catid=31&id=138	G:/fuzhi/%e6%88%90%e6%9e%9c%e7%bd%91%e7%ab%99/jxcg.cdu.edu.cn/indexa813.html	(from http://jxcg.cdu.edu.cn/index.php?a=lists&catid=31)
20:39:15	9198/9198	---MC-	200	added ('OK')	text/html	date:Mon,%2023%20Apr%202018%2012:41:58%20GMT	http://jxcg.cdu.edu.cn/index.php?a=shows&catid=31&id=137	G:/fuzhi/%e6%88%90%e6%9e%9c%e7%bd%91%e7%ab%99/jxcg.cdu.edu.cn/indexe20e-2.html	(from http://jxcg.cdu.edu.cn/index.php?a=lists&catid=31)
20:39:16	9209/9209	---MC-	200	added ('OK')	text/html	date:Mon,%2023%20Apr%202018%2012:41:59%20GMT	http://jxcg.cdu.edu.cn/index.php?a=shows&catid=31&id=136	G:/fuzhi/%e6%88%90%e6%9e%9c%e7%bd%91%e7%ab%99/jxcg.cdu.edu.cn/indexc5e4.html	(from http://jxcg.cdu.edu.cn/index.php?a=lists&catid=31)
20:39:16	9182/9182	---MC-	200	added ('OK')	text/html	date:Mon,%2023%20Apr%202018%2012:41:59%20GMT	http://jxcg.cdu.edu.cn/index.php?a=shows&catid=31&id=135	G:/fuzhi/%e6%88%90%e6%9e%9c%e7%bd%91%e7%ab%99/jxcg.cdu.edu.cn/index46eb.html	(from http://jxcg.cdu.edu.cn/index.php?a=lists&catid=31)
20:39:17	9215/9215	---MC-	200	added ('OK')	text/html	date:Mon,%2023%20Apr%202018%2012:41:59%20GMT	http://jxcg.cdu.edu.cn/index.php?a=shows&catid=31&id=134	G:/fuzhi/%e6%88%90%e6%9e%9c%e7%bd%91%e7%ab%99/jxcg.cdu.edu.cn/indexabee.html	(from http://jxcg.cdu.edu.cn/index.php?a=lists&catid=31)
20:39:17	9170/9170	---MC-	200	added ('OK')	text/html	date:Mon,%2023%20Apr%202018%2012:42:00%20GMT	http://jxcg.cdu.edu.cn/index.php?a=shows&catid=31&id=133	G:/fuzhi/%e6%88%90%e6%9e%9c%e7%bd%91%e7%ab%99/jxcg.cdu.edu.cn/indexf112.html	(from http://jxcg.cdu.edu.cn/index.php?a=lists&catid=31)
20:39:17	9161/9161	---MC-	200	added ('OK')	text/html	date:Mon,%2023%20Apr%202018%2012:42:00%20GMT	http://jxcg.cdu.edu.cn/index.php?a=shows&catid=31&id=132	G:/fuzhi/%e6%88%90%e6%9e%9c%e7%bd%91%e7%ab%99/jxcg.cdu.edu.cn/index6045.html	(from http://jxcg.cdu.edu.cn/index.php?a=lists&catid=31)
20:39:18	9215/9215	---MC-	200	added ('OK')	text/html	date:Mon,%2023%20Apr%202018%2012:42:01%20GMT	http://jxcg.cdu.edu.cn/index.php?a=shows&catid=31&id=131	G:/fuzhi/%e6%88%90%e6%9e%9c%e7%bd%91%e7%ab%99/jxcg.cdu.edu.cn/indexf31d.html	(from http://jxcg.cdu.edu.cn/index.php?a=lists&catid=31)
20:39:18	11792/11792	---MC-	200	added ('OK')	text/html	date:Mon,%2023%20Apr%202018%2012:42:01%20GMT	http://jxcg.cdu.edu.cn/index.php?a=lists&catid=31&page=2	G:/fuzhi/%e6%88%90%e6%9e%9c%e7%bd%91%e7%ab%99/jxcg.cdu.edu.cn/indexd1d4.html	(from http://jxcg.cdu.edu.cn/index.php?a=lists&catid=31)
20:39:18	9377/9377	---MC-	200	added ('OK')	text/html	date:Mon,%2023%20Apr%202018%2012:42:01%20GMT	http://jxcg.cdu.edu.cn/index.php?a=shows&catid=21&id=97	G:/fuzhi/%e6%88%90%e6%9e%9c%e7%bd%91%e7%ab%99/jxcg.cdu.edu.cn/index6e25.html	(from http://jxcg.cdu.edu.cn/index.php?a=lists&catid=21)
20:39:19	9413/9413	---MC-	200	added ('OK')	text/html	date:Mon,%2023%20Apr%202018%2012:42:02%20GMT	http://jxcg.cdu.edu.cn/index.php?a=shows&catid=21&id=98	G:/fuzhi/%e6%88%90%e6%9e%9c%e7%bd%91%e7%ab%99/jxcg.cdu.edu.cn/index46fb.html	(from http://jxcg.cdu.edu.cn/index.php?a=lists&catid=21)
20:39:19	9331/9331	---MC-	200	added ('OK')	text/html	date:Mon,%2023%20Apr%202018%2012:42:02%20GMT	http://jxcg.cdu.edu.cn/index.php?a=shows&catid=21&id=99	G:/fuzhi/%e6%88%90%e6%9e%9c%e7%bd%91%e7%ab%99/jxcg.cdu.edu.cn/index8c8d.html	(from http://jxcg.cdu.edu.cn/index.php?a=lists&catid=21)
20:39:19	9344/9344	---MC-	200	added ('OK')	text/html	date:Mon,%2023%20Apr%202018%2012:42:02%20GMT	http://jxcg.cdu.edu.cn/index.php?a=shows&catid=21&id=100	G:/fuzhi/%e6%88%90%e6%9e%9c%e7%bd%91%e7%ab%99/jxcg.cdu.edu.cn/index033c.html	(from http://jxcg.cdu.edu.cn/index.php?a=lists&catid=21)
20:39:20	9291/9291	---MC-	200	added ('OK')	text/html	date:Mon,%2023%20Apr%202018%2012:42:03%20GMT	http://jxcg.cdu.edu.cn/index.php?a=shows&catid=21&id=101	G:/fuzhi/%e6%88%90%e6%9e%9c%e7%bd%91%e7%ab%99/jxcg.cdu.edu.cn/index018c.html	(from http://jxcg.cdu.edu.cn/index.php?a=lists&catid=21)
20:39:20	9305/9305	---MC-	200	added ('OK')	text/html	date:Mon,%2023%20Apr%202018%2012:42:03%20GMT	http://jxcg.cdu.edu.cn/index.php?a=shows&catid=21&id=102	G:/fuzhi/%e6%88%90%e6%9e%9c%e7%bd%91%e7%ab%99/jxcg.cdu.edu.cn/indexc79a.html	(from http://jxcg.cdu.edu.cn/index.php?a=lists&catid=21)
20:39:21	9314/9314	---MC-	200	added ('OK')	text/html	date:Mon,%2023%20Apr%202018%2012:42:04%20GMT	http://jxcg.cdu.edu.cn/index.php?a=shows&catid=21&id=103	G:/fuzhi/%e6%88%90%e6%9e%9c%e7%bd%91%e7%ab%99/jxcg.cdu.edu.cn/indexd702.html	(from http://jxcg.cdu.edu.cn/index.php?a=lists&catid=21)
20:39:21	9235/9235	---MC-	200	added ('OK')	text/html	date:Mon,%2023%20Apr%202018%2012:42:04%20GMT	http://jxcg.cdu.edu.cn/index.php?a=shows&catid=21&id=104	G:/fuzhi/%e6%88%90%e6%9e%9c%e7%bd%91%e7%ab%99/jxcg.cdu.edu.cn/index9ba8.html	(from http://jxcg.cdu.edu.cn/index.php?a=lists&catid=21)
20:39:21	9318/9318	---MC-	200	added ('OK')	text/html	date:Mon,%2023%20Apr%202018%2012:42:04%20GMT	http://jxcg.cdu.edu.cn/index.php?a=shows&catid=32&id=105	G:/fuzhi/%e6%88%90%e6%9e%9c%e7%bd%91%e7%ab%99/jxcg.cdu.edu.cn/index5e3f.html	(from http://jxcg.cdu.edu.cn/index.php?a=lists&catid=32)
20:39:22	9413/9413	---MC-	200	added ('OK')	text/html	date:Mon,%2023%20Apr%202018%2012:42:05%20GMT	http://jxcg.cdu.edu.cn/index.php?a=shows&catid=32&id=106	G:/fuzhi/%e6%88%90%e6%9e%9c%e7%bd%91%e7%ab%99/jxcg.cdu.edu.cn/index4818.html	(from http://jxcg.cdu.edu.cn/index.php?a=lists&catid=32)
20:39:22	9334/9334	---MC-	200	added ('OK')	text/html	date:Mon,%2023%20Apr%202018%2012:42:05%20GMT	http://jxcg.cdu.edu.cn/index.php?a=shows&catid=32&id=107	G:/fuzhi/%e6%88%90%e6%9e%9c%e7%bd%91%e7%ab%99/jxcg.cdu.edu.cn/indexd8b0.html	(from http://jxcg.cdu.edu.cn/index.php?a=lists&catid=32)
20:39:23	9316/9316	---MC-	200	added ('OK')	text/html	date:Mon,%2023%20Apr%202018%2012:42:05%20GMT	http://jxcg.cdu.edu.cn/index.php?a=shows&catid=32&id=108	G:/fuzhi/%e6%88%90%e6%9e%9c%e7%bd%91%e7%ab%99/jxcg.cdu.edu.cn/indexc10e.html	(from http://jxcg.cdu.edu.cn/index.php?a=lists&catid=32)
20:39:23	9290/9290	---MC-	200	added ('OK')	text/html	date:Mon,%2023%20Apr%202018%2012:42:06%20GMT	http://jxcg.cdu.edu.cn/index.php?a=shows&catid=32&id=109	G:/fuzhi/%e6%88%90%e6%9e%9c%e7%bd%91%e7%ab%99/jxcg.cdu.edu.cn/indexa562.html	(from http://jxcg.cdu.edu.cn/index.php?a=lists&catid=32)
20:39:23	9383/9383	---MC-	200	added ('OK')	text/html	date:Mon,%2023%20Apr%202018%2012:42:06%20GMT	http://jxcg.cdu.edu.cn/index.php?a=shows&catid=32&id=110	G:/fuzhi/%e6%88%90%e6%9e%9c%e7%bd%91%e7%ab%99/jxcg.cdu.edu.cn/index887c.html	(from http://jxcg.cdu.edu.cn/index.php?a=lists&catid=32)
20:39:23	9470/9470	---MC-	200	added ('OK')	text/html	date:Mon,%2023%20Apr%202018%2012:42:07%20GMT	http://jxcg.cdu.edu.cn/index.php?a=shows&catid=32&id=111	G:/fuzhi/%e6%88%90%e6%9e%9c%e7%bd%91%e7%ab%99/jxcg.cdu.edu.cn/index7e32.html	(from http://jxcg.cdu.edu.cn/index.php?a=lists&catid=32)
20:39:23	9358/9358	---MC-	200	added ('OK')	text/html	date:Mon,%2023%20Apr%202018%2012:42:07%20GMT	http://jxcg.cdu.edu.cn/index.php?a=shows&catid=32&id=112	G:/fuzhi/%e6%88%90%e6%9e%9c%e7%bd%91%e7%ab%99/jxcg.cdu.edu.cn/index96e9.html	(from http://jxcg.cdu.edu.cn/index.php?a=lists&catid=32)
20:39:24	9179/9179	---MC-	200	added ('OK')	text/html	date:Mon,%2023%20Apr%202018%2012:42:07%20GMT	http://jxcg.cdu.edu.cn/index.php?a=shows&catid=33&id=113	G:/fuzhi/%e6%88%90%e6%9e%9c%e7%bd%91%e7%ab%99/jxcg.cdu.edu.cn/indexeec3.html	(from http://jxcg.cdu.edu.cn/index.php?a=lists&catid=33)
20:39:24	9313/9313	---MC-	200	added ('OK')	text/html	date:Mon,%2023%20Apr%202018%2012:42:08%20GMT	http://jxcg.cdu.edu.cn/index.php?a=shows&catid=33&id=114	G:/fuzhi/%e6%88%90%e6%9e%9c%e7%bd%91%e7%ab%99/jxcg.cdu.edu.cn/indexde70.html	(from http://jxcg.cdu.edu.cn/index.php?a=lists&catid=33)
20:39:25	9370/9370	---MC-	200	added ('OK')	text/html	date:Mon,%2023%20Apr%202018%2012:42:08%20GMT	http://jxcg.cdu.edu.cn/index.php?a=shows&catid=33&id=115	G:/fuzhi/%e6%88%90%e6%9e%9c%e7%bd%91%e7%ab%99/jxcg.cdu.edu.cn/index09bc.html	(from http://jxcg.cdu.edu.cn/index.php?a=lists&catid=33)
20:39:25	9333/9333	---MC-	200	added ('OK')	text/html	date:Mon,%2023%20Apr%202018%2012:42:08%20GMT	http://jxcg.cdu.edu.cn/index.php?a=shows&catid=33&id=116	G:/fuzhi/%e6%88%90%e6%9e%9c%e7%bd%91%e7%ab%99/jxcg.cdu.edu.cn/index6785.html	(from http://jxcg.cdu.edu.cn/index.php?a=lists&catid=33)
